Score,Text,Tokens,Preprocessed_Text
1,i was sent week past fresh by date stock chips are noticeably not fresh in taste wont order againedit and just to add to the dangers of expired stock one of the bags had a rat hole in it black marks on inside of hole very obviously rat unfortunately i put a chip in my mouth before i saw the holevery bad form amazon,"['sent', 'week', 'past', 'fresh', 'date', 'stock', 'chip', 'noticeably', 'fresh', 'taste', 'wont', 'order', 'againedit', 'add', 'danger', 'expired', 'stock', 'one', 'bag', 'rat', 'hole', 'black', 'mark', 'inside', 'hole', 'obviously', 'rat', 'unfortunately', 'put', 'chip', 'mouth', 'saw', 'holevery', 'bad', 'form', 'amazon']",sent week past fresh date stock chip noticeably fresh taste wont order againedit add danger expired stock one bag rat hole black mark inside hole obviously rat unfortunately put chip mouth saw holevery bad form amazon
5,i try to be good but when i feel like indulging in some delicious gourmet potato chips these new york chedder potato chips are the first flavor i like to go for when i see them at the natural food store the chips are tangy and crunchy and satisfy your potato chip fix like no other brand,"['try', 'good', 'feel', 'like', 'indulging', 'delicious', 'gourmet', 'potato', 'chip', 'new', 'york', 'chedder', 'potato', 'chip', 'first', 'flavor', 'like', 'go', 'see', 'natural', 'food', 'store', 'chip', 'tangy', 'crunchy', 'satisfy', 'potato', 'chip', 'fix', 'like', 'brand']",try good feel like indulging delicious gourmet potato chip new york chedder potato chip first flavor like go see natural food store chip tangy crunchy satisfy potato chip fix like brand
1,and that is the problem i order these by the case of and when they are good which is over half the time they are the best kettle chip the best and then i get a case of the worse the potatos are mealy and old so i just throw them out and order again expensive but when they are made with good fresh potatos they are the best the last case is what prompted me to write this the potatos were weird like they were almost sour as in going bad and i even wrote the company that makes them so if you want the best kettle chip there is try these and if the ones you get are not the best try againi myself am done ordering because it is creeping me out that they are using soured potatos and either not noticing or not caring,"['problem', 'order', 'case', 'good', 'half', 'time', 'best', 'kettle', 'chip', 'best', 'get', 'case', 'worse', 'potato', 'mealy', 'old', 'throw', 'order', 'expensive', 'made', 'good', 'fresh', 'potato', 'best', 'last', 'case', 'prompted', 'write', 'potato', 'weird', 'like', 'almost', 'sour', 'going', 'bad', 'even', 'wrote', 'company', 'make', 'want', 'best', 'kettle', 'chip', 'try', 'one', 'get', 'best', 'try', 'againi', 'done', 'ordering', 'creeping', 'using', 'soured', 'potato', 'either', 'noticing', 'caring']",problem order case good half time best kettle chip best get case worse potato mealy old throw order expensive made good fresh potato best last case prompted write potato weird like almost sour going bad even wrote company make want best kettle chip try one get best try againi done ordering creeping using soured potato either noticing caring
4,i got the sea salt and vinegar chips from kettle i am used to the salt and vinegar chips in the white bag if i am allowed to say that anyways my first impression for this is wow at all the chips you get for the price i got the z x bags and wow it is so many for the price you can tell they are high quality chips just from the packaging also well being used to the cheaper chips i wasnt expecting how mellow these things are the ones i am used to have a really sour taste to them which i didnt mind but they had tons of flavor these chips dont have any sour to them at all and taste just like them but a lot less strong aftertaste if you want to try out salt and vinegar chips i suggest you try these out first so for the price and how many you get these chips are definately worth it they are thick and crunchy like the more expensive chips you get at high quality restaurants i recommend these stars,"['got', 'sea', 'salt', 'vinegar', 'chip', 'kettle', 'used', 'salt', 'vinegar', 'chip', 'white', 'bag', 'allowed', 'say', 'anyways', 'first', 'impression', 'wow', 'chip', 'get', 'price', 'got', 'z', 'x', 'bag', 'wow', 'many', 'price', 'tell', 'high', 'quality', 'chip', 'packaging', 'also', 'well', 'used', 'cheaper', 'chip', 'wasnt', 'expecting', 'mellow', 'thing', 'one', 'used', 'really', 'sour', 'taste', 'didnt', 'mind', 'ton', 'flavor', 'chip', 'dont', 'sour', 'taste', 'like', 'lot', 'le', 'strong', 'aftertaste', 'want', 'try', 'salt', 'vinegar', 'chip', 'suggest', 'try', 'first', 'price', 'many', 'get', 'chip', 'definately', 'worth', 'thick', 'crunchy', 'like', 'expensive', 'chip', 'get', 'high', 'quality', 'restaurant', 'recommend', 'star']",got sea salt vinegar chip kettle used salt vinegar chip white bag allowed say anyways first impression wow chip get price got z x bag wow many price tell high quality chip packaging also well used cheaper chip wasnt expecting mellow thing one used really sour taste didnt mind ton flavor chip dont sour taste like lot le strong aftertaste want try salt vinegar chip suggest try first price many get chip definately worth thick crunchy like expensive chip get high quality restaurant recommend star
5,weve long enjoyed this brand of chip so when we began to think seriously about limiting out salt intake we were particularly pleased to find these granted i bought them somewhat reluctantly because im a confirmed saltaholic generously sprinkling it on everything from eggs to green beans i was more than pleasantly surprised as these chips have a very satisfying robust taste and are crispy to boot how nice to be able to munch on these without worrying about too much salt,"['weve', 'long', 'enjoyed', 'brand', 'chip', 'began', 'think', 'seriously', 'limiting', 'salt', 'intake', 'particularly', 'pleased', 'find', 'granted', 'bought', 'somewhat', 'reluctantly', 'im', 'confirmed', 'saltaholic', 'generously', 'sprinkling', 'everything', 'egg', 'green', 'bean', 'pleasantly', 'surprised', 'chip', 'satisfying', 'robust', 'taste', 'crispy', 'boot', 'nice', 'able', 'munch', 'without', 'worrying', 'much', 'salt']",weve long enjoyed brand chip began think seriously limiting salt intake particularly pleased find granted bought somewhat reluctantly im confirmed saltaholic generously sprinkling everything egg green bean pleasantly surprised chip satisfying robust taste crispy boot nice able munch without worrying much salt
4,for those who love salt and vinegar potato chips this is the one to choose the flavor is zippy and tart with no unpleasant chemical aftertaste like the less natural versions of this snack the ounce bags are just right to share at lunch the chips are a little greasy and thats why ive given them stars instead of,"['love', 'salt', 'vinegar', 'potato', 'chip', 'one', 'choose', 'flavor', 'zippy', 'tart', 'unpleasant', 'chemical', 'aftertaste', 'like', 'le', 'natural', 'version', 'snack', 'ounce', 'bag', 'right', 'share', 'lunch', 'chip', 'little', 'greasy', 'thats', 'ive', 'given', 'star', 'instead']",love salt vinegar potato chip one choose flavor zippy tart unpleasant chemical aftertaste like le natural version snack ounce bag right share lunch chip little greasy thats ive given star instead
5,kettle lightly slated chips are my favorite on the market i dont care for the fancy flavors and these are salted just right thick super crunchy and full of flavor they are the best,"['kettle', 'lightly', 'slated', 'chip', 'favorite', 'market', 'dont', 'care', 'fancy', 'flavor', 'salted', 'right', 'thick', 'super', 'crunchy', 'full', 'flavor', 'best']",kettle lightly slated chip favorite market dont care fancy flavor salted right thick super crunchy full flavor best
3,these chips are tasty but not what i expected from a low salt item they seem as salty as any regular potato chip and they also seem excessively greasy by comparison cape cod reduced fat chips are less salty with at least as much potato flavor and far less greasy,"['chip', 'tasty', 'expected', 'low', 'salt', 'item', 'seem', 'salty', 'regular', 'potato', 'chip', 'also', 'seem', 'excessively', 'greasy', 'comparison', 'cape', 'cod', 'reduced', 'fat', 'chip', 'le', 'salty', 'least', 'much', 'potato', 'flavor', 'far', 'le', 'greasy']",chip tasty expected low salt item seem salty regular potato chip also seem excessively greasy comparison cape cod reduced fat chip le salty least much potato flavor far le greasy
5,fantastic tasting potato chips i love the individual bags great for kids and adults too no trans fat no cholesterol no artifical stufflow in sodium and high in potassium which is great for people like me with hbponly problem is amazon is out of stock some times and price is high,"['fantastic', 'tasting', 'potato', 'chip', 'love', 'individual', 'bag', 'great', 'kid', 'adult', 'trans', 'fat', 'cholesterol', 'artifical', 'stufflow', 'sodium', 'high', 'potassium', 'great', 'people', 'like', 'hbponly', 'problem', 'amazon', 'stock', 'time', 'price', 'high']",fantastic tasting potato chip love individual bag great kid adult trans fat cholesterol artifical stufflow sodium high potassium great people like hbponly problem amazon stock time price high
4,the chips come in a large box with individually wrapped bags of chips the bags are very strong much thicker than say lays potato chip bags inside are very tasty kettle cooked chips salted just right because these appear to be cooked in an actual kettle fashion some are cooked more than others which gives it a more authentic nonmanufactured feel some people may not like thati reccomend them,"['chip', 'come', 'large', 'box', 'individually', 'wrapped', 'bag', 'chip', 'bag', 'strong', 'much', 'thicker', 'say', 'lay', 'potato', 'chip', 'bag', 'inside', 'tasty', 'kettle', 'cooked', 'chip', 'salted', 'right', 'appear', 'cooked', 'actual', 'kettle', 'fashion', 'cooked', 'others', 'give', 'authentic', 'nonmanufactured', 'feel', 'people', 'may', 'like', 'thati', 'reccomend']",chip come large box individually wrapped bag chip bag strong much thicker say lay potato chip bag inside tasty kettle cooked chip salted right appear cooked actual kettle fashion cooked others give authentic nonmanufactured feel people may like thati reccomend
5,my yo is a kettle chip addict so i was so happy to find snack size bags for his lunch great quality and much cheaper than in the stores will definitely be buying more,"['yo', 'kettle', 'chip', 'addict', 'happy', 'find', 'snack', 'size', 'bag', 'lunch', 'great', 'quality', 'much', 'cheaper', 'store', 'definitely', 'buying']",yo kettle chip addict happy find snack size bag lunch great quality much cheaper store definitely buying
3,yes they are good however they are absolutely inundated with the flavoring stuff which is initially satisfying then becomes too much and certainly isnt good for the waistline or general nutritional issuesand the package cant be opened without a sharp implement i couldnt pull it apart at the top as i am used to doing i dont normally carry a knife or scissors and dont have rodent teeth well i was hungry and was able to rip the bag using my car key even then the bag was wow thick and toughon the package it says these are krinkle cut chips turns out that means the corrugated kind not what i wanted i dont eat rippleridged style chips any more because they take the skin off the roof of my mouth so this information is importantthese are good but so are other brands with which i dont have these problems,"['yes', 'good', 'however', 'absolutely', 'inundated', 'flavoring', 'stuff', 'initially', 'satisfying', 'becomes', 'much', 'certainly', 'isnt', 'good', 'waistline', 'general', 'nutritional', 'issuesand', 'package', 'cant', 'opened', 'without', 'sharp', 'implement', 'couldnt', 'pull', 'apart', 'top', 'used', 'dont', 'normally', 'carry', 'knife', 'scissors', 'dont', 'rodent', 'teeth', 'well', 'hungry', 'able', 'rip', 'bag', 'using', 'car', 'key', 'even', 'bag', 'wow', 'thick', 'toughon', 'package', 'say', 'krinkle', 'cut', 'chip', 'turn', 'mean', 'corrugated', 'kind', 'wanted', 'dont', 'eat', 'rippleridged', 'style', 'chip', 'take', 'skin', 'roof', 'mouth', 'information', 'importantthese', 'good', 'brand', 'dont', 'problem']",yes good however absolutely inundated flavoring stuff initially satisfying becomes much certainly isnt good waistline general nutritional issuesand package cant opened without sharp implement couldnt pull apart top used dont normally carry knife scissors dont rodent teeth well hungry able rip bag using car key even bag wow thick toughon package say krinkle cut chip turn mean corrugated kind wanted dont eat rippleridged style chip take skin roof mouth information importantthese good brand dont problem
5,this may sound rediculous but i actually ordered the wrong brand of potato chips when i ordered these kettlebrand jalapeno chips at the time i placed my order i couldnt remember the name of the jalapeno chips that i had recently discovered and liked and the kettlebrand chips were packaged in a similarlycolored bag but it all worked out for the best because i do really like the kettlebrand of jalapeno chips and will happily munch away on them during upcoming tv football games when i run out probably sometime next year i will likey purchase miss vicky brand of jalapeno chips and i plan to try the other flavors of kettlebrand chips imho kettlebrand chips are excellent and i recommend them to all potato chip affectionadossincerely homiedog,"['may', 'sound', 'rediculous', 'actually', 'ordered', 'wrong', 'brand', 'potato', 'chip', 'ordered', 'kettlebrand', 'jalapeno', 'chip', 'time', 'placed', 'order', 'couldnt', 'remember', 'name', 'jalapeno', 'chip', 'recently', 'discovered', 'liked', 'kettlebrand', 'chip', 'packaged', 'similarlycolored', 'bag', 'worked', 'best', 'really', 'like', 'kettlebrand', 'jalapeno', 'chip', 'happily', 'munch', 'away', 'upcoming', 'tv', 'football', 'game', 'run', 'probably', 'sometime', 'next', 'year', 'likey', 'purchase', 'miss', 'vicky', 'brand', 'jalapeno', 'chip', 'plan', 'try', 'flavor', 'kettlebrand', 'chip', 'imho', 'kettlebrand', 'chip', 'excellent', 'recommend', 'potato', 'chip', 'affectionadossincerely', 'homiedog']",may sound rediculous actually ordered wrong brand potato chip ordered kettlebrand jalapeno chip time placed order couldnt remember name jalapeno chip recently discovered liked kettlebrand chip packaged similarlycolored bag worked best really like kettlebrand jalapeno chip happily munch away upcoming tv football game run probably sometime next year likey purchase miss vicky brand jalapeno chip plan try flavor kettlebrand chip imho kettlebrand chip excellent recommend potato chip affectionadossincerely homiedog
3,miss vickies are better but unfortunately less widely available im not sure tough is the right word but there is a noticeable difference between the two brands and miss vickies are better imho,"['miss', 'vickies', 'better', 'unfortunately', 'le', 'widely', 'available', 'im', 'sure', 'tough', 'right', 'word', 'noticeable', 'difference', 'two', 'brand', 'miss', 'vickies', 'better', 'imho']",miss vickies better unfortunately le widely available im sure tough right word noticeable difference two brand miss vickies better imho
3,i want to like kettle because they contain no corn oil or soybean oil which are both gmo and also my kids are allergic to corn and soy but darnit these things bite back on the plus side the sharpness of them may keep you from mindlessly enjoying too many on the minus side a mouthful of cuts and scratches is not worth it do they have to be so hard and crunchy whats wrong with simply light and crispy i vastly prefer lays texture but suffer with kettle due to the absense of gmos and cornsoy i wish theyd come out with something less harsh on the mouth though,"['want', 'like', 'kettle', 'contain', 'corn', 'oil', 'soybean', 'oil', 'gmo', 'also', 'kid', 'allergic', 'corn', 'soy', 'darnit', 'thing', 'bite', 'back', 'plus', 'side', 'sharpness', 'may', 'keep', 'mindlessly', 'enjoying', 'many', 'minus', 'side', 'mouthful', 'cut', 'scratch', 'worth', 'hard', 'crunchy', 'whats', 'wrong', 'simply', 'light', 'crispy', 'vastly', 'prefer', 'lay', 'texture', 'suffer', 'kettle', 'due', 'absense', 'gmos', 'cornsoy', 'wish', 'theyd', 'come', 'something', 'le', 'harsh', 'mouth', 'though']",want like kettle contain corn oil soybean oil gmo also kid allergic corn soy darnit thing bite back plus side sharpness may keep mindlessly enjoying many minus side mouthful cut scratch worth hard crunchy whats wrong simply light crispy vastly prefer lay texture suffer kettle due absense gmos cornsoy wish theyd come something le harsh mouth though
4,i think these chips are awesome if not the best along with poor brothers salt and vinager chips but if you buy these spicy thai chips in a smaller bag it might have too much of the flavor at the bottom of the bag in it then the larger bag at least that was my experience last time i bought these off amazon but that was like in so i would suggest trying spicy thai in a bag bigger then ounces,"['think', 'chip', 'awesome', 'best', 'along', 'poor', 'brother', 'salt', 'vinager', 'chip', 'buy', 'spicy', 'thai', 'chip', 'smaller', 'bag', 'might', 'much', 'flavor', 'bottom', 'bag', 'larger', 'bag', 'least', 'experience', 'last', 'time', 'bought', 'amazon', 'like', 'would', 'suggest', 'trying', 'spicy', 'thai', 'bag', 'bigger', 'ounce']",think chip awesome best along poor brother salt vinager chip buy spicy thai chip smaller bag might much flavor bottom bag larger bag least experience last time bought amazon like would suggest trying spicy thai bag bigger ounce
4,this kettle chips taste good crispy crunchy too u will enjoy it also moreoverits thinly cut sliced,"['kettle', 'chip', 'taste', 'good', 'crispy', 'crunchy', 'u', 'enjoy', 'also', 'moreoverits', 'thinly', 'cut', 'sliced']",kettle chip taste good crispy crunchy u enjoy also moreoverits thinly cut sliced
5,i knew my family already liked these chips so it was a no brainer to take advantage of a great price for good chips the price per bag cant be beat if you order with subscribe and save and the good thing is you can always change the delivery interval if you notice you go through them quicker or slower than you anticipated,"['knew', 'family', 'already', 'liked', 'chip', 'brainer', 'take', 'advantage', 'great', 'price', 'good', 'chip', 'price', 'per', 'bag', 'cant', 'beat', 'order', 'subscribe', 'save', 'good', 'thing', 'always', 'change', 'delivery', 'interval', 'notice', 'go', 'quicker', 'slower', 'anticipated']",knew family already liked chip brainer take advantage great price good chip price per bag cant beat order subscribe save good thing always change delivery interval notice go quicker slower anticipated
5,this is a delicious teaim just now becoming a tea geek and really exploring the stuff i like and earl grey is amongst the top especially with bergamotthe problem i find is the amount of bergamot added is usually too little or too muchthis one is perfect i really like the balance in the flavor i dont add anything to this tea just a part of a teaspoon in a cup and in minutes its readytastes like an expensive tea but priced like lipton definitely recommend it for fans of earl grey with a kick,"['delicious', 'teaim', 'becoming', 'tea', 'geek', 'really', 'exploring', 'stuff', 'like', 'earl', 'grey', 'amongst', 'top', 'especially', 'bergamotthe', 'problem', 'find', 'amount', 'bergamot', 'added', 'usually', 'little', 'muchthis', 'one', 'perfect', 'really', 'like', 'balance', 'flavor', 'dont', 'add', 'anything', 'tea', 'part', 'teaspoon', 'cup', 'minute', 'readytastes', 'like', 'expensive', 'tea', 'priced', 'like', 'lipton', 'definitely', 'recommend', 'fan', 'earl', 'grey', 'kick']",delicious teaim becoming tea geek really exploring stuff like earl grey amongst top especially bergamotthe problem find amount bergamot added usually little muchthis one perfect really like balance flavor dont add anything tea part teaspoon cup minute readytastes like expensive tea priced like lipton definitely recommend fan earl grey kick
5,i bought this tea as an alternative to very pricey teavana black teas i have a cup every morning very smooth refreshing tea,"['bought', 'tea', 'alternative', 'pricey', 'teavana', 'black', 'tea', 'cup', 'every', 'morning', 'smooth', 'refreshing', 'tea']",bought tea alternative pricey teavana black tea cup every morning smooth refreshing tea
5,the tea tin is guarding the aroma very wellthe taste is beautiful the malva flowers do soften the taste and the amount of bergamot is just rightthe first time i used too much tea and soaked it for too long i used as reference darjeeling ftgfop first flushsince then i save on the quantity of tea leaves and soak the tea for only two minutesa delight the best earl grey i ever had the price is very competitive,"['tea', 'tin', 'guarding', 'aroma', 'wellthe', 'taste', 'beautiful', 'malva', 'flower', 'soften', 'taste', 'amount', 'bergamot', 'rightthe', 'first', 'time', 'used', 'much', 'tea', 'soaked', 'long', 'used', 'reference', 'darjeeling', 'ftgfop', 'first', 'flushsince', 'save', 'quantity', 'tea', 'leaf', 'soak', 'tea', 'two', 'minutesa', 'delight', 'best', 'earl', 'grey', 'ever', 'price', 'competitive']",tea tin guarding aroma wellthe taste beautiful malva flower soften taste amount bergamot rightthe first time used much tea soaked long used reference darjeeling ftgfop first flushsince save quantity tea leaf soak tea two minutesa delight best earl grey ever price competitive
5,pros extremely fragrant full bodied can be steeped twice nice airtight container organiccons pricethe tao of tea blue flower earl grey black tea is the best earl grey i have ever tasted and i would recommend it to anyonethe tao of tea blue flower earl grey black tea loose leaf ounce tins pack of,"['pro', 'extremely', 'fragrant', 'full', 'bodied', 'steeped', 'twice', 'nice', 'airtight', 'container', 'organiccons', 'pricethe', 'tao', 'tea', 'blue', 'flower', 'earl', 'grey', 'black', 'tea', 'best', 'earl', 'grey', 'ever', 'tasted', 'would', 'recommend', 'anyonethe', 'tao', 'tea', 'blue', 'flower', 'earl', 'grey', 'black', 'tea', 'loose', 'leaf', 'ounce', 'tin', 'pack']",pro extremely fragrant full bodied steeped twice nice airtight container organiccons pricethe tao tea blue flower earl grey black tea best earl grey ever tasted would recommend anyonethe tao tea blue flower earl grey black tea loose leaf ounce tin pack
5,after a lifetime of tea drinking i can honestly say that this is the best earl grey i have ever tasted i have ordered it a number of times and each batch is consistently excellent i have even given it as a gift as its container is superb for keeping loose tea fresh the metal canister has an inner lid that is lifted with its own attached knob so the tea stays dry and fresh for the length of time it takes to use it up do yourself a favor if you like earl grey and treat yourself to this tea,"['lifetime', 'tea', 'drinking', 'honestly', 'say', 'best', 'earl', 'grey', 'ever', 'tasted', 'ordered', 'number', 'time', 'batch', 'consistently', 'excellent', 'even', 'given', 'gift', 'container', 'superb', 'keeping', 'loose', 'tea', 'fresh', 'metal', 'canister', 'inner', 'lid', 'lifted', 'attached', 'knob', 'tea', 'stay', 'dry', 'fresh', 'length', 'time', 'take', 'use', 'favor', 'like', 'earl', 'grey', 'treat', 'tea']",lifetime tea drinking honestly say best earl grey ever tasted ordered number time batch consistently excellent even given gift container superb keeping loose tea fresh metal canister inner lid lifted attached knob tea stay dry fresh length time take use favor like earl grey treat tea
5,these biscuits are delicious not too sweet with just enough crunch we love them quick delivery we would order them again very satisfied,"['biscuit', 'delicious', 'sweet', 'enough', 'crunch', 'love', 'quick', 'delivery', 'would', 'order', 'satisfied']",biscuit delicious sweet enough crunch love quick delivery would order satisfied
5,excellent lofat lo calorie treat for dogs i have a german shorthair pointerand these treats are her favorite the organic peanut butter cookies are for smaller dogs but she loves themand for weightcontrol i like them,"['excellent', 'lofat', 'lo', 'calorie', 'treat', 'dog', 'german', 'shorthair', 'pointerand', 'treat', 'favorite', 'organic', 'peanut', 'butter', 'cooky', 'smaller', 'dog', 'love', 'themand', 'weightcontrol', 'like']",excellent lofat lo calorie treat dog german shorthair pointerand treat favorite organic peanut butter cooky smaller dog love themand weightcontrol like
5,my male maltese dog had been enjoying the old roys puppy biscuits from walmart then i couldnt find them i was desperate to find a treat that would measure up i ordered six bags of the peanut butter and crossed my fingersthey arrived and my little guy loves them he gets one heartshaped biscuit at bedtime he sleeps in a crate when he hears me touch the bag of treats he beats a path to his crate in high excitement they are a big hit with my him they are well worth the price they are high quality and i can even smell peanuts in them,"['male', 'maltese', 'dog', 'enjoying', 'old', 'roys', 'puppy', 'biscuit', 'walmart', 'couldnt', 'find', 'desperate', 'find', 'treat', 'would', 'measure', 'ordered', 'six', 'bag', 'peanut', 'butter', 'crossed', 'fingersthey', 'arrived', 'little', 'guy', 'love', 'get', 'one', 'heartshaped', 'biscuit', 'bedtime', 'sleep', 'crate', 'hears', 'touch', 'bag', 'treat', 'beat', 'path', 'crate', 'high', 'excitement', 'big', 'hit', 'well', 'worth', 'price', 'high', 'quality', 'even', 'smell', 'peanut']",male maltese dog enjoying old roys puppy biscuit walmart couldnt find desperate find treat would measure ordered six bag peanut butter crossed fingersthey arrived little guy love get one heartshaped biscuit bedtime sleep crate hears touch bag treat beat path crate high excitement big hit well worth price high quality even smell peanut
5,this product does a great job of clearing out the kidneys it has helped make my husband feel lots better even though he is in early renal failure,"['product', 'great', 'job', 'clearing', 'kidney', 'helped', 'make', 'husband', 'feel', 'lot', 'better', 'even', 'though', 'early', 'renal', 'failure']",product great job clearing kidney helped make husband feel lot better even though early renal failure
5,love this with a bag of shrimp pound some stir fry veges and a little onion chopped not too hot but very tasty,"['love', 'bag', 'shrimp', 'pound', 'stir', 'fry', 'veges', 'little', 'onion', 'chopped', 'hot', 'tasty']",love bag shrimp pound stir fry veges little onion chopped hot tasty
4,so i got this and tasted it strait out of the bottle it tasted like smoky flavored milk yuck i was depressed i was stuck with bottles of this it sat on my shelf and i forgot about it last weekend i tasted a zevia cream soda and was not pleased with the flavor it tasted weird and smokey like the lorann oil i had gotten i tried to doctor up the soda with a little sf vanilla torani syrup and a tablespoon of heavy cream it tasted amazing the odd smokiness was gone and it had a wonderful rich mouthfeelso i wanted to see if this would help the lorann oil too i put a cup of whipping cream in a bowl and added a teaspoon of vanilla and tasted it it tasted fine then i added one drop of the oil it is very strong and stirred it in it tasted so much better i whipped it up and put it on fruit and it was such a treatnow i will always whip a drop of it with vanilla into desserts and whip cream it was such a happy accident to find out how to use it when added to vanilla it really adds a new depth of flavor and tastes so different than just out of the bottle or on its own in creamit is very potent so only use a drop and increase after tasting if you add too much it will ruin the recipe so use a light touch,"['got', 'tasted', 'strait', 'bottle', 'tasted', 'like', 'smoky', 'flavored', 'milk', 'yuck', 'depressed', 'stuck', 'bottle', 'sat', 'shelf', 'forgot', 'last', 'weekend', 'tasted', 'zevia', 'cream', 'soda', 'pleased', 'flavor', 'tasted', 'weird', 'smokey', 'like', 'lorann', 'oil', 'gotten', 'tried', 'doctor', 'soda', 'little', 'sf', 'vanilla', 'torani', 'syrup', 'tablespoon', 'heavy', 'cream', 'tasted', 'amazing', 'odd', 'smokiness', 'gone', 'wonderful', 'rich', 'mouthfeelso', 'wanted', 'see', 'would', 'help', 'lorann', 'oil', 'put', 'cup', 'whipping', 'cream', 'bowl', 'added', 'teaspoon', 'vanilla', 'tasted', 'tasted', 'fine', 'added', 'one', 'drop', 'oil', 'strong', 'stirred', 'tasted', 'much', 'better', 'whipped', 'put', 'fruit', 'treatnow', 'always', 'whip', 'drop', 'vanilla', 'dessert', 'whip', 'cream', 'happy', 'accident', 'find', 'use', 'added', 'vanilla', 'really', 'add', 'new', 'depth', 'flavor', 'taste', 'different', 'bottle', 'creamit', 'potent', 'use', 'drop', 'increase', 'tasting', 'add', 'much', 'ruin', 'recipe', 'use', 'light', 'touch']",got tasted strait bottle tasted like smoky flavored milk yuck depressed stuck bottle sat shelf forgot last weekend tasted zevia cream soda pleased flavor tasted weird smokey like lorann oil gotten tried doctor soda little sf vanilla torani syrup tablespoon heavy cream tasted amazing odd smokiness gone wonderful rich mouthfeelso wanted see would help lorann oil put cup whipping cream bowl added teaspoon vanilla tasted tasted fine added one drop oil strong stirred tasted much better whipped put fruit treatnow always whip drop vanilla dessert whip cream happy accident find use added vanilla really add new depth flavor taste different bottle creamit potent use drop increase tasting add much ruin recipe use light touch
5,we make up a coffee creamer with part commercial coffee creamer vanilla butter creme almond and bavarian creme flavors and the rest milk it tastes wonderful and is half the price of storeboughtit is excellent,"['make', 'coffee', 'creamer', 'part', 'commercial', 'coffee', 'creamer', 'vanilla', 'butter', 'creme', 'almond', 'bavarian', 'creme', 'flavor', 'rest', 'milk', 'taste', 'wonderful', 'half', 'price', 'storeboughtit', 'excellent']",make coffee creamer part commercial coffee creamer vanilla butter creme almond bavarian creme flavor rest milk taste wonderful half price storeboughtit excellent
5,im from detroit and i was raised on vernors ginger ale once i moved to california though i found it difficult to find vernors it would pop up here and there and then disappear i guess without advertising it just never found a homei prefer the plastic bottles but the ideal size is the oz ml or the one liter the problem with the two liter size is that it takes one person me too long to drink it letting it go flatin any case vernors is unique in that it is aged in oak for three years i think that imparts a great unique flavori wish it would catch on again and become available more widelyrecently i did see it on sale in redwood city in californias bay area south of san francisco the next day it was gone,"['im', 'detroit', 'raised', 'vernors', 'ginger', 'ale', 'moved', 'california', 'though', 'found', 'difficult', 'find', 'vernors', 'would', 'pop', 'disappear', 'guess', 'without', 'advertising', 'never', 'found', 'homei', 'prefer', 'plastic', 'bottle', 'ideal', 'size', 'oz', 'ml', 'one', 'liter', 'problem', 'two', 'liter', 'size', 'take', 'one', 'person', 'long', 'drink', 'letting', 'go', 'flatin', 'case', 'vernors', 'unique', 'aged', 'oak', 'three', 'year', 'think', 'imparts', 'great', 'unique', 'flavori', 'wish', 'would', 'catch', 'become', 'available', 'widelyrecently', 'see', 'sale', 'redwood', 'city', 'california', 'bay', 'area', 'south', 'san', 'francisco', 'next', 'day', 'gone']",im detroit raised vernors ginger ale moved california though found difficult find vernors would pop disappear guess without advertising never found homei prefer plastic bottle ideal size oz ml one liter problem two liter size take one person long drink letting go flatin case vernors unique aged oak three year think imparts great unique flavori wish would catch become available widelyrecently see sale redwood city california bay area south san francisco next day gone
